cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
1147,853,56,2015-04-13,0.0242,43718.45150056219,67193.24,23474.788499437815,4574.460077729473,11,Média Alta,Em análise
1649,22,56,2016-04-13,0.0216,60844.6457617847,108336.43,47491.784238215296,3384.6252421882155,23,Média,Em análise
1502,523,57,2021-10-24,0.0112,39520.706613173184,62793.15,23272.443386826813,1404.121730098223,34,Extrema,Em análise
33,287,58,2012-02-15,0.0191,161524.6942185069,204622.46,43097.765781493115,6016.942147114669,38,Muito Alta,Em análise
524,39,58,2012-11-15,0.0146,145111.82019988837,180996.66,35884.839800111615,5708.681296303497,32,Muito Baixa,Em análise
997,738,58,2010-05-17,0.0172,167934.1934530352,204979.6,37045.40654696479,9595.69793508938,21,Média Alta,Em análise
1090,549,58,2020-03-16,0.0115,17127.832778709548,22575.01,5447.177221290451,316.8530425238692,85,Baixa,Em análise
1234,120,58,2017-02-17,0.0204,144173.90945943404,188592.72,44418.810540565966,4118.745861482319,62,Extrema,Em análise
1734,819,58,2021-03-07,0.0218,40229.91523890711,69161.21,28931.2947610929,994.619063010675,99,Muito Baixa,Em análise
1938,494,58,2012-11-19,0.009,97385.4941547673,166583.93,69198.43584523271,1463.1233974223103,102,Muito Baixa,Em análise
167,388,59,2015-11-06,0.0209,33766.85578293499,62728.89,28962.03421706501,984.4910673990826,61,Média,Em análise
662,461,59,2020-10-30,0.0213,118546.64846984812,162746.42,44199.77153015189,3361.422846824591,66,Média,Em análise
488,824,60,2011-05-05,0.0185,73995.03710651037,96178.01,22182.972893489616,1687.09800440621,91,Extrema,Em análise
837,303,60,2018-08-29,0.0156,54076.914033910485,91613.3,37536.38596608951,1341.8577361827488,64,Média,Em análise
936,515,60,2019-09-17,0.0123,63882.81679072396,90789.59,26906.773209276034,1036.8596891152138,116,Muito Alta,Em análise
1080,784,60,2017-01-06,0.0224,75637.69318121907,104212.88,28575.18681878093,1982.8749189807331,87,Média,Em análise
1105,545,60,2021-10-31,0.0214,82652.1178154995,128271.69,45619.57218450048,2222.948210625206,75,Média Alta,Em análise
194,456,61,2018-04-20,0.0087,96279.621800476,115148.01,18868.388199523997,7334.26758916663,14,Alta,Em análise
470,498,61,2012-03-17,0.0208,69989.52004145557,95750.92,25761.399958544425,18416.60816241587,4,Extrema,Em análise
1344,389,61,2010-08-05,0.0124,130286.240465412,212578.03,82291.78953458801,7395.541653523984,20,Muito Alta,Em análise
1796,871,61,2020-01-13,0.019,41638.40793240158,66154.43,24516.02206759842,902.8938346389648,111,Média,Em análise
455,999,62,2019-02-10,0.0174,135037.06598411442,171017.58,35980.514015885565,137386.71093223736,1,Muito Alta,Em análise
779,884,62,2018-09-14,0.024,91456.68702617793,137939.39,46482.70297382211,3160.461305339896,50,Média Alta,Em análise
1360,958,62,2019-10-25,0.0207,20276.12867846504,24323.74,4047.6113215349615,1047.1063326594988,25,Alta,Em análise
198,847,63,2018-06-25,0.0235,136567.46644719216,244664.78,108097.31355280784,3699.706201988477,87,Média,Em análise
329,736,63,2021-11-22,0.0138,64264.14488665256,83018.15,18754.005113347437,65150.990086088204,1,Extrema,Em análise
399,248,63,2013-12-19,0.0191,9064.297424239823,17544.25,8479.952575760177,214.48346723694,87,Baixa,Em análise
400,520,63,2020-06-02,0.0244,15747.05981508682,26179.89,10432.83018491318,451.4507075209994,79,Média,Em análise
1285,568,63,2021-07-04,0.0135,143657.7006614966,243497.22,99839.51933850339,4086.029522488017,48,Baixa,Em análise
1487,136,63,2017-09-11,0.0088,146053.1756690061,218806.14,72752.9643309939,2244.9004557005164,97,Média,Em análise
240,898,64,2016-01-02,0.0154,83719.70537667956,156962.58,73242.87462332043,1725.323303204833,90,Baixa,Em análise
475,683,64,2021-11-01,0.0132,64259.39223381829,78671.82,14412.427766181716,1376.829983929176,73,Extrema,Em análise
1754,234,64,2021-04-09,0.0247,152085.65424679237,190172.16,38086.50575320762,3968.868650393633,120,Média,Em análise
423,548,65,2018-12-04,0.0094,96822.33725696201,188726.93,91904.59274303795,4077.0444472042695,27,Extrema,Em análise
1325,769,65,2015-12-14,0.0206,25004.748468869304,46782.48,21777.7315311307,1289.793272205923,25,Muito Baixa,Em análise
1381,834,65,2016-12-18,0.0136,136971.80169419004,162117.27,25145.468305809936,2398.2438218540265,111,Baixa,Em análise
43,459,66,2022-11-21,0.0156,156818.4350721337,196748.06,39929.62492786629,14430.902683540202,12,Muito Alta,Em análise
137,891,66,2012-04-09,0.0132,6107.234878637355,7275.46,1168.2251213626455,105.140199863931,111,Média,Em análise
848,343,66,2018-07-06,0.0224,49839.07910377775,93053.36,43214.28089622225,1632.2076692310852,52,Média,Em análise
1557,662,66,2019-12-22,0.009,14318.609156925637,24358.26,10039.650843074362,197.4708366440434,118,Extrema,Em análise
1897,443,66,2015-07-11,0.0247,116292.92073041009,218389.28,102096.35926958991,119165.35587245147,1,Alta,Em análise
766,451,67,2013-11-19,0.0137,95279.1095210652,126793.23,31514.1204789348,4245.509516049473,27,Baixa,Em análise
983,420,68,2018-02-27,0.02,14209.974383360515,25246.25,11036.275616639485,1740.9412265973365,9,Alta,Em análise
1569,659,68,2010-07-18,0.0138,104778.41663564908,146684.86,41906.4433643509,5347.837051557106,23,Alta,Em análise
1585,856,68,2020-10-12,0.021,109688.62591074036,175685.25,65996.62408925965,5088.669998554115,29,Média Alta,Em análise
1611,922,68,2018-12-29,0.025,36593.78985692428,47142.69,10548.900143075727,971.6328921680821,115,Média,Em análise
1183,297,69,2016-12-02,0.0198,136515.71912179308,234283.67,97767.95087820692,3248.547354755447,91,Média,Em análise
1276,994,69,2015-05-07,0.0094,72251.22886255346,106995.24,34744.01113744655,1712.3186583725833,54,Extrema,Em análise
378,824,70,2020-11-23,0.021,149166.60374972987,195978.09,46811.486250270136,152299.10242847484,1,Média,Em análise
593,355,70,2021-07-28,0.0156,167808.50148622735,204293.24,36484.73851377263,4021.3739363320215,68,Baixa,Em análise
1817,736,70,2011-11-11,0.0181,76155.4028709494,103044.52,26889.11712905059,1665.5542595729148,98,Extrema,Em análise
1934,119,70,2014-04-03,0.0183,193499.6853379732,240234.39,46734.704662026845,4462.270171676858,87,Alta,Em análise
1990,164,70,2011-11-18,0.01,44475.09622156088,77662.03,33186.93377843912,1152.5605241954152,49,Extrema,Em análise
61,238,71,2011-01-22,0.0216,2757.1130748087858,4921.74,2164.626925191214,99.08320718399366,43,Média Alta,Em análise
128,138,71,2010-01-15,0.0186,42027.97086088297,57869.25,15841.279139117036,957.416810239698,92,Extrema,Em análise
197,724,71,2018-06-06,0.0112,113650.06106297184,143828.5,30178.438937028164,1777.91860496225,113,Alta,Em análise
495,165,71,2021-05-16,0.0225,57332.86484704007,68767.29,11434.425152959922,1409.208943478769,111,Média Alta,Em análise
823,510,71,2015-01-18,0.0199,113077.1152453571,213904.0,100826.8847546429,2575.565618517701,105,Muito Baixa,Em análise
1189,822,71,2019-10-23,0.0212,38738.38750264439,48276.26,9537.872497355616,918.5877781499028,107,Muito Baixa,Em análise
1367,670,71,2013-07-03,0.0206,27776.126814420222,36728.02,8951.89318557977,952.827925156817,45,Extrema,Em análise
1400,897,71,2012-09-07,0.0199,113310.62180231333,177189.69,63879.06819768669,5317.533412371536,28,Muito Baixa,Em análise
1401,66,71,2019-02-15,0.0244,14279.959849100682,16877.2,2597.240150899319,989.746481270987,18,Média Alta,Em análise
1464,357,71,2017-06-02,0.0082,46616.967124243085,63660.16,17043.19287575692,763.7467730688164,85,Muito Baixa,Em análise
1708,834,71,2020-04-25,0.0085,204394.41225358512,249758.68,45364.26774641486,16673.977633550563,13,Baixa,Em análise
111,85,72,2019-09-01,0.0146,68341.83716359176,81810.3,13468.462836408253,1361.9932990858715,91,Muito Alta,Em análise
274,661,72,2012-08-28,0.0238,151970.25108550687,179818.86,27848.60891449313,5028.9862255819935,54,Extrema,Em análise
679,991,72,2012-02-06,0.0207,111890.67946524645,164479.49,52588.810534753546,3794.8358456327855,46,Muito Baixa,Em análise
713,164,72,2011-11-27,0.0234,135970.24139641126,176825.19,40854.94860358874,21284.471622825084,7,Extrema,Em análise
795,861,72,2021-05-04,0.0159,25604.66553532947,31391.85,5787.18446467053,536.9314297244003,90,Média,Em análise
918,962,72,2021-08-24,0.0204,86406.0969300762,154099.71,67693.61306992381,1992.2493063851043,107,Alta,Em análise
991,814,72,2011-12-19,0.0238,23544.611318984564,34956.63,11412.018681015434,1017.8300605950984,34,Média Alta,Em análise
1625,471,72,2021-05-05,0.0194,74248.96929707582,99675.37,25426.40070292416,1717.171203066383,95,Média Alta,Em análise
319,632,73,2019-07-01,0.0103,63096.378870119246,78415.43,15319.051129880743,2106.568213048848,36,Muito Baixa,Em análise
1612,554,73,2019-07-23,0.0151,144613.0785481355,174804.35,30191.2714518645,2632.7900577137984,118,Média,Em análise
277,272,74,2015-07-10,0.0221,95979.21359333502,113745.23,17766.016406664978,25335.003925405712,4,Média Alta,Em análise
449,778,74,2014-06-10,0.0217,45887.56367619474,54695.56,8807.99632380526,1288.7516873980278,69,Muito Alta,Em análise
752,974,74,2015-07-11,0.0208,67476.93208848577,83197.19,15720.257911514236,1646.1786599012828,93,Alta,Em análise
958,364,74,2021-12-24,0.0243,112903.64054950788,156235.69,43332.0494504921,2928.721009877544,115,Média,Em análise
276,731,75,2017-02-04,0.0092,10667.702363003438,18799.77,8132.067636996563,244.6171182459832,56,Muito Alta,Em análise
622,885,75,2011-03-08,0.013,46974.86082722432,81837.77,34862.90917277569,1341.9892301413604,47,Muito Baixa,Em análise
1131,339,75,2016-01-14,0.0204,156131.7120726421,202085.57,45953.85792735791,5196.488786055596,47,Extrema,Em análise
304,237,76,2012-04-01,0.0099,102928.91524428612,175083.61,72154.69475571386,1796.6991910937752,85,Muito Baixa,Em análise
945,415,76,2022-11-19,0.0117,160842.7363891107,220841.0,59998.26361088928,12522.30288121529,14,Extrema,Em análise
1137,805,76,2016-07-13,0.012,126234.0602633582,158179.72,31945.659736641806,5501.322437586003,27,Extrema,Em análise
1782,405,76,2016-01-31,0.0237,58212.60711010659,71195.86,12983.252889893412,1508.593880821088,105,Extrema,Em análise
728,807,77,2011-03-05,0.024,175186.64863206976,217450.02,42263.37136793023,4477.12908412665,118,Alta,Em análise
966,932,77,2011-05-02,0.0238,116523.55034504482,143445.0,26921.449654955177,3454.972529683032,69,Muito Baixa,Em análise
1063,284,77,2022-04-12,0.0217,118281.37636092982,225897.45,107616.0736390702,2827.6377218285,111,Extrema,Em análise
1717,590,77,2019-02-08,0.0231,35631.19770125869,61361.35,25730.15229874131,1196.3670219041942,51,Extrema,Em análise
1193,463,78,2018-11-27,0.0234,34810.622156680074,49264.08,14453.457843319928,882.2637181872728,111,Muito Baixa,Em análise
1372,557,78,2018-01-10,0.0199,70642.90490206619,128757.59,58114.685097933805,3075.41865320158,31,Média Alta,Em análise
1262,974,79,2017-08-08,0.021,180490.9405085128,245410.4,64919.45949148722,4748.83882142372,77,Muito Baixa,Em análise
1414,467,79,2019-11-21,0.018,77389.428109867,125685.43,48296.001890132975,5609.836228635649,16,Muito Alta,Em análise
1885,177,79,2012-05-27,0.0191,91789.70010028472,166042.12,74252.41989971527,2236.182328346357,81,Baixa,Em análise
1964,921,79,2010-01-27,0.0158,174276.79210591168,205061.49,30784.69789408832,4517.001149789155,60,Média,Em análise
110,133,80,2016-06-10,0.013,84783.2577872964,155668.88,70885.6222127036,1687.2475928080216,82,Média Alta,Em análise
443,37,80,2015-06-09,0.0215,58014.12035189456,87004.94,28990.819648105447,1352.6397861405403,120,Média,Em análise
881,378,80,2017-01-23,0.01,141503.01836527025,223199.06,81696.04163472976,2076.1959406789915,115,Alta,Em análise
1034,85,80,2011-04-19,0.0201,24695.16473982289,31300.02,6604.855260177112,560.4123529503228,109,Média,Em análise
1340,31,80,2016-08-20,0.0099,51153.54706804549,82613.69,31460.14293195451,777.324976349816,107,Extrema,Em análise
1353,444,80,2011-08-15,0.0164,64833.766502366525,129438.91,64605.14349763347,2753.5055689816813,30,Baixa,Em análise
1721,768,80,2013-04-23,0.0094,106194.46271303846,182320.84,76126.37728696153,1479.7107554635047,120,Média,Em análise
1807,861,80,2019-04-20,0.0085,13022.142909082237,18606.8,5584.657090917764,227.00320438033967,79,Alta,Em análise
161,602,81,2015-03-29,0.0214,170214.62086851778,210891.78,40677.15913148222,3954.160160011152,120,Muito Baixa,Em análise
360,744,81,2021-11-10,0.0104,47178.504022713416,57113.38,9934.875977286583,2512.4626512496416,21,Muito Baixa,Em análise
862,940,81,2013-10-03,0.0126,18484.852858613565,29769.01,11284.157141386437,315.5540274814512,107,Alta,Em análise
1503,775,81,2021-12-27,0.0224,54938.9368239501,101545.12,46606.1831760499,3190.189648352975,22,Média Alta,Em análise
60,194,82,2012-11-25,0.0243,189577.6633912215,243772.06,54194.3966087785,9184.7989748558,29,Média,Em análise
1077,181,82,2011-05-23,0.0081,69724.3441606615,122830.14,53105.795839338505,1323.032116675559,69,Muito Baixa,Em análise
1196,893,82,2012-05-25,0.0133,67637.04669642975,92016.1,24379.05330357026,2326.4459431991663,37,Baixa,Em análise
497,763,83,2015-11-09,0.0153,94763.223043386,161314.83,66551.60695661398,4070.6027199885007,29,Média,Em análise
515,982,84,2017-11-14,0.0156,56447.61021138708,96471.98,40024.36978861292,1183.7319364458792,88,Muito Alta,Em análise
1108,716,84,2014-01-01,0.0168,135794.45856341487,207700.8,71906.34143658513,3242.1640513751863,73,Extrema,Em análise
1149,204,84,2020-07-14,0.0244,8810.69855574603,14833.47,6022.771444253969,227.92013961057503,119,Extrema,Em análise
1550,814,84,2014-10-26,0.0117,25528.125642977007,38960.17,13432.044357022993,436.7534468097554,99,Baixa,Em análise
1950,417,84,2010-01-06,0.0207,151171.7026948664,221322.36,70150.6573051336,3550.8854295127944,104,Extrema,Em análise
227,867,85,2022-08-08,0.0163,105738.50418709194,208601.79,102863.28581290809,2307.3077137137266,85,Muito Baixa,Em análise
731,660,85,2020-04-11,0.0232,136136.96371491242,243044.58,106907.61628508756,3951.921787843144,70,Muito Baixa,Em análise
1384,647,85,2020-10-10,0.014,132774.81857459332,229180.05,96405.23142540669,3067.2250278144807,67,Extrema,Em análise
1394,226,85,2014-11-24,0.0128,24700.40619183988,42190.52,17490.11380816012,613.1261658530294,57,Muito Baixa,Em análise
1402,773,85,2010-08-27,0.0143,42692.90559477695,70734.39,28041.48440522305,1126.3581631746815,55,Baixa,Em análise
1985,803,85,2022-11-20,0.0157,50587.03274140834,69413.01,18825.97725859165,3600.031958075552,16,Média,Em análise
1244,92,86,2018-03-25,0.0244,59378.077043649675,78516.3,19138.222956350328,1550.5492556904053,113,Alta,Em análise
1737,65,86,2014-07-16,0.0188,17028.04469608169,26437.75,9409.705303918307,1598.3221337483417,12,Média Alta,Em análise
1743,849,86,2012-04-30,0.0238,119159.37730832324,210854.8,91695.42269167672,13530.71520332096,10,Extrema,Em análise
675,380,87,2017-09-19,0.0121,55826.68000202382,90190.26,34363.579997976165,1768.8231411564857,40,Alta,Em análise
872,141,87,2013-01-28,0.0153,60762.11486055295,110392.02,49629.90513944705,3153.8211203145547,23,Muito Baixa,Em análise
1654,673,87,2021-10-20,0.017,8983.777913862981,15413.04,6429.262086137021,258.5263159340559,53,Média,Em análise
1919,526,87,2010-04-03,0.011,17607.48798674156,29858.33,12250.842013258442,297.9067786511196,96,Média Alta,Em análise
1437,124,88,2010-03-08,0.017,47360.18523783897,70478.49,23118.30476216104,1290.6140936098884,58,Média,Em análise
1976,216,88,2018-10-29,0.0194,69555.4103105493,94909.61,25354.1996894507,1710.0265844088876,81,Média Alta,Em análise
261,834,89,2016-01-25,0.015,149379.27969628118,205863.25,56483.97030371881,7209.559979969017,25,Média Alta,Em análise
653,604,89,2022-01-26,0.0145,7494.065480531512,14696.94,7202.874519468488,175.59426832471644,67,Baixa,Em análise
974,191,89,2017-12-04,0.0203,4059.8503364705807,4832.49,772.6396635294184,133.16786271111062,48,Baixa,Em análise
1660,563,89,2020-12-09,0.0103,24663.290415854543,35565.54,10902.249584145457,362.09621233831865,118,Muito Baixa,Em análise
179,485,90,2019-12-14,0.0151,135021.69516839727,245166.06,110144.36483160272,2458.171696391169,118,Média Alta,Em análise
714,71,90,2012-07-06,0.0242,100499.85761607188,188600.01,88100.15238392814,2931.7291369880595,74,Alta,Em análise
1041,212,90,2019-11-29,0.0248,98973.45788851503,150203.57,51230.112111484974,3345.755559238943,54,Média,Em análise
1755,796,90,2011-11-30,0.024,189893.0449789468,242076.45,52183.40502105324,5137.014990042048,92,Muito Baixa,Em análise
1995,765,90,2017-07-12,0.0086,26313.93608633867,39247.97,12934.033913661331,491.74468574579663,72,Muito Alta,Em análise
640,164,91,2011-05-17,0.0135,85703.6079567317,139655.96,53952.35204326827,1531.693664351282,105,Muito Baixa,Em análise
1071,852,91,2013-05-26,0.0229,142169.35277466517,186270.44,44101.08722533481,4417.062673082649,59,Extrema,Em análise
1980,876,91,2010-10-24,0.0134,189499.5392476097,242564.46,53064.920752390295,4343.601366102052,66,Muito Alta,Em análise
300,442,92,2013-10-16,0.0111,77895.26430459594,121121.28,43226.01569540407,5053.290400960944,17,Extrema,Em análise
943,876,92,2020-05-18,0.0192,111468.69157556034,219863.08,108394.38842443965,2428.8296094886878,112,Muito Alta,Em análise
1148,796,92,2020-08-27,0.0202,34039.65897565351,44390.49,10350.831024346488,1192.0672718991566,43,Muito Alta,Em análise
1261,812,92,2022-02-01,0.0217,20329.830662011467,34774.07,14444.239337988532,570.9630555909284,69,Muito Alta,Em análise
1777,520,92,2020-08-29,0.0223,43392.04257478511,70898.29,27506.24742521488,1093.585343229057,98,Média,Em análise
242,582,93,2017-10-22,0.0157,87044.82711743856,166828.6,79783.77288256145,2250.334439852518,60,Média Alta,Em análise
658,195,93,2011-05-13,0.0134,13522.342570685892,23299.2,9776.85742931411,13703.541961133003,1,Extrema,Em análise
1838,385,93,2019-02-02,0.0139,8065.499100726381,16074.79,8009.290899273619,205.8127311486093,57,Extrema,Em análise
115,463,94,2012-10-26,0.0202,63254.60260515154,87764.13,24509.52739484847,1524.835049141324,91,Muito Baixa,Em análise
414,891,94,2020-05-09,0.009,118293.53563368402,229861.15,111567.61436631596,1951.8435326111223,88,Baixa,Em análise
